,Unnamed: 0,similarity,sentence1,sentence2,label
293,293,contradiction,A brown dogs walks near a green van and some junk.,A cat catches a mouse.,0
294,294,neutral,A group of workers are staring at a map and two men are pointing at the map.,The men are making a decision.,2
295,295,entailment,A golden haired dog walking through shallow water,A yellow dog is in a body of water.,1
296,296,neutral,One girl is helping another to take a picture with a digital camera.,A girl is showing another girl how her camera works.,2
297,297,neutral,A guy wearing a costume with a blue striped shirt.,A guy is going to a party.,2
298,298,neutral,People are gathered at an event in a sandy area.,A group of children on the beach.,2
299,299,neutral,A group of women wearing all black uniforms play various stringed instruments.,A group of women are performing a classical song on their stringed instruments.,2
300,300,neutral,Children in a green classroom are raising their hands.,Children are raising their hands in a green classroom to protest the ugly color.,2
301,301,entailment,A little boy trying to brush a woman's hair.,A little boy is trying to brush a woman's hair.,1
302,302,entailment,Two men and one woman are dressed in costume hats.,the people are in costumes,1
303,303,entailment,A smiling man holds a sign depicting a rainbow-colored elephant.,A person with a sign.,1
304,304,neutral,Two boys sand next to a drinking fountain in a park.,Two brothers stand besides a drinking fountain on a bright day,2
305,305,contradiction,A man sorts though his fish net on a makeshift frame.,A man is fishing with his fishing pole.,0
306,306,contradiction,A young girl rides a unicycle next to another riding a scooter on a busy street.,A young boy rides a unicycle next to another riding a scooter on a busy street.,0
307,307,neutral,A man in a green top and gloves trots across a ball field.,A man is trotting across a football field.,2
308,308,entailment,A crowd of people watch a martial arts demonstration.,A bunch of people watch people compete.,1
309,309,contradiction,"A woman wearing all white and eating, walks next to a man holding a briefcase.",A married couple is sleeping.,0
310,310,neutral,A bulldozer is working inside a cordoned section of a street.,A bulldozer is getting ready to push a pile of snow.,2
311,311,entailment,A family enjoying the Christmas holiday together in a living room.,A family enjoying Christmas.,1
312,312,entailment,A little boy in blue runs through a flock of pigeons standing on the ground.,A boy dressed in blue runs through a flock of pigeons.,1
313,313,neutral,A young girl and an older man are checking out at the food store.,The father took his daughter to buy groceries.,2
314,314,entailment,A white dog with a black harness runs on a rocky shore.,A dog is outside.,1
315,315,entailment,Picture of a train and people in a subway.,People are standing in the subway.,1
316,316,entailment,A man and woman are riding a motor scooter.,People riding a scooter.,1
317,317,entailment,A lead choir singer with the rest of the choir singing in the background of a concert hall.,people are singing,1
318,318,contradiction,"Two young girls lay, face down, on grass and face the camera as they listen to an iPod near a folding chair and several purses.",Two young girls listening to alien speeches.,0
319,319,contradiction,Two boys dressed up at a school.,The boys are at the dentist office.,0
320,320,contradiction,An african american cutting open crops.,An asian american cutting open crops,0
321,321,entailment,A man is racing a camel as though it were a horse.,A man racing on a camel,1
322,322,entailment,A train station is surrounded by pedestrians.,People stand all around the station,1
323,323,entailment,A bartender wearing a hat is pouring a drink.,A person has a beverage.,1
324,324,neutral,A man wearing a martial arts uniform is jumping through the air.,A man wearing a martial arts uniform and karate belt is jumping through the air,2
325,325,entailment,A black dog plays with a green object.,A dog is playing with something green.,1
326,326,entailment,A construction worker in an orange vest walks.,A person is walking.,1
327,327,neutral,A girl plugging her nose underwater.,The woman underwater doe not like to get water in her nose so she plugs it,2
328,328,contradiction,Young girls in bathing suits playing in the knee deep water beyond the blue railing.,The water is twenty feet deep.,0
329,329,neutral,A black dog carrying an object out of the water.,There is a dog outdoors playing in the water,2
330,330,neutral,"A young kid smiling, looking joyous.",A young child is happy.,2
331,331,entailment,"A young girl in a blue shirt is walking in the sidewalk and holding up a pink sign that says, ""The Rescue.""",A girl walking on the sidewalk.,1
332,332,entailment,Angry man yelling at a lady at walking away from him at a fair game.,Man yelling at a person.,1
333,333,entailment,A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.,a lady walks down the street approaching a man in black,1
334,334,contradiction,"A woman in a long dress is outside walking with a green laundry basket in her hands in front of a brick building with an ""apartment for rent"" sign.",A man is carrying a bunch of fruit in a laundry basket.,0
335,335,entailment,A hiker standing on the shore of a lake.,There is a person standing near a lake,1
336,336,entailment,A brown dog swims through water outdoors with a tennis ball in its mouth.,A dog is in the water.,1
337,337,entailment,A woman in an American jumpsuit is providing medical attention to an elderly person.,There is a woman giving assistance to someone.,1
338,338,neutral,Three dogs running on a racetrack.,Three dogs are running to fetch a ball on the racetrack.,2
339,339,neutral,A young man is sitting on a train platform waiting to clean shoes for money.,The man is sitting on platform number four.,2
340,340,contradiction,"A young child in a yellow shirt and shorts frolics at a park, with birds in the background.",The child is in bed asleep.,0
341,341,neutral,The dog with all the comforts of home and yet still has no home.,The dog is lying in the grass.,2
342,342,contradiction,People are sweeping a sidewalk.,People are at a rock concert.,0
343,343,contradiction,A man in a sweatshirt with a hat is looking over a bridge at a lake.,The man looks nice in his wedding suit.,0
344,344,entailment,A young toddler wearing pink sandals is walking on hopscotch numbers.,A baby walks on the ground.,1
345,345,entailment,"In this group of people, two men are in military camouflage and one is shaking hands with a woman.",There are two men in military camouflage.,1
346,346,neutral,One person scoring a hit on another person while fencing.,Someone is winning a fencing match.,2
347,347,entailment,Two people enjoy the tranquility on a riverbank.,Two people are watching the river.,1
348,348,contradiction,Most ride motorbikes in the area but one must be very careful.,Motorcycles are safe,0
349,349,contradiction,An Indian woman in traditional clothing cooks vegetables on her stove.,A woman is driving a car.,0
350,350,contradiction,Two guitar players make their way back from the beach.,Two women are making their way back from the beach.,0
351,351,contradiction,Three people sitting on a street corner looking tired.,Three old men are playing chess.,0
352,352,neutral,Several people walking along a curved walkway inside of a building with various advertisements.,There were a lot of ads when the people were entering the building,2
353,353,contradiction,African American man stands outside wearing a colorful orange and yellow shirt and jacket.,The man has no shirt on.,0
